crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21
462,4,0.2173522937,0.1889603398,0.1960172045,-0.419673855,-0.0312001467,0.2946941642,0.4464534234,0.2021401342,-0.3241257219,0.0614374792,-0.1815912181,-0.4459336938,-0.1025172267,-0.328973737,0.1177977704,0.183762287,-0.1212438193,-0.1032010452,-0.3630179011,-0.4201781062,0.213882261,-0.2302638138,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
463,3,0.217322707,0.1488501666,-0.0223676837,-0.1426081715,-0.1457725962,-0.233334345,0.1921354796,0.0695044651,0.4107942124,0.0659295406,-0.2972229647,0.1740713763,0.1921354796,-0.012500026,0.0299428189,-0.6411772406,0.0960304331,0.0884075181,0.3562394237,-0.0390259939,0.3523295132,-0.3508673575,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
464,3,0.2172271279,0.0050104383,0.3932856085,-0.3474697647,0.0050104213,0.3932856455,0.3596370165,0.0050104298,-0.106714373,0.0060836204,-0.3699895702,-0.3260896232,0.0060836115,-0.2143648204,0.268285627,0.0060836272,0.22438568,-0.481714373,0.0060836247,0.3800104298,0.1126608772,0.0060836404,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
465,5,0.2171501096,0.1487871606,-0.1505784823,-0.2605570094,0.414912356,-0.2757081118,0.0678210289,0.1531135183,0.3781753748,0.0510458074,0.4165718842,0.190650042,-0.2388517941,-0.3411417748,0.0817064366,0.1047254172,-0.1647849761,-0.3355307761,-0.0237409532,0.072636351,-0.0304524026,0.17418575,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
466,5,0.217129273,0.2760014365,-0.1699794387,-0.0866430975,-0.2242068743,-0.1550088262,0.1336740563,0.2559194165,0.100243704,0.376174196,-0.4746980236,0.2153336691,-0.1930607632,0.025302159,0.2153334247,-0.19306059,0.0581727968,0.4653336017,0.1604926837,-0.0075686573,-0.0346663985,-0.5466140974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
467,6,0.217129273,0.4878301892,-0.0230950754,-0.2030103291,-0.015076825,-0.0838048117,-0.1994523274,-0.3593680415,-0.167140462,0.2564584559,-0.1707858741,0.499529179,0.0517437212,-0.0150769168,-0.0838056506,0.5076544258,0.2349231498,0.3833240354,0.1541011207,0.2349231498,-0.0509345105,0.1541011207,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
468,7,0.217129273,0.0735008159,0.0446517134,-0.3540818865,0.3662571083,0.2357122303,0.0714810681,-0.383742791,-0.0142878718,-0.2820724649,0.102103303,-0.4973183239,-0.2580823223,-0.1153714637,-0.2798435105,0.0494734115,0.2248146188,-0.122852468,0.2714957278,0.0076853466,0.094276805,0.578562891,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
469,3,0.2170976011,0.0256842398,-0.4109984135,-0.3086325155,-0.1733173083,0.2674875934,0.0304141772,-0.0045491264,-0.0024879862,0.4700386528,0.0566618271,-0.100198835,0.0514322949,-0.2880106156,-0.1270277037,-0.2112587646,0.4181826568,0.1293394039,-0.0202640103,0.1966950649,0.4896605664,0.0779061486,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
470,4,0.2170866953,-0.1116236643,0.016297984,-0.1042153183,-0.0680368522,0.4920146685,-0.181637787,-0.033014727,0.4422620768,0.2482513424,0.336979357,-0.3522028935,-0.1674873276,-0.4615200728,0.2632960925,-0.1754260678,0.2138776322,-0.0956237456,0.1604145471,0.3770494674,0.3013697292,0.2258184189,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
471,7,0.2169797748,-0.0218690393,-0.0896157392,0.2644803145,0.2884086902,-0.3048040048,-0.1237327161,0.0384203422,0.4452076466,0.2298041966,-0.4946542053,-0.0547496853,0.2531612601,-0.211633979,0.2282705386,-0.1470897806,0.1626009102,0.0710156959,-0.3005174608,0.4142400165,0.3193766129,0.0530359467,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
472,5,0.216936457,-0.3978208732,-0.2617520438,-0.0624658884,-0.0501655075,0.0164845852,-0.4291937259,0.0292894152,-0.0193699183,-0.0041677556,0.3951680796,0.0931665941,0.2000724018,-0.2433559228,-0.1149506579,0.3195212116,0.0222140232,-0.4570012317,0.3463487033,-0.0048116837,-0.4439950177,-0.0864863174,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
473,4,0.2169312641,0.3099541996,-0.0064239548,0.377775869,-0.1900458004,-0.077302627,0.4229557412,0.127472417,-0.1932088623,-0.1980750713,0.127472417,-0.3905177194,0.2916999003,-0.0269370753,-0.0868653714,-0.5893364469,0.4730629247,0.0031387896,-0.0241455053,-0.2168154226,-0.2918632909,0.0468124145,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
474,3,0.216915763,-0.2321259783,0.3187168371,0.2795553536,0.2793312993,-0.4654323655,0.0709477108,-0.3320233986,0.4264938998,-0.1615233335,0.0303989269,0.190410289,-0.1950551046,0.4073727396,0.1246653206,0.0093419028,0.0547021359,-0.0986256933,0.1275551059,-0.3582549365,-0.2288177936,0.1006057771,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
475,5,0.2169117188,-0.0605100766,0.2100819205,-0.4787846055,-0.060510137,-0.2899377651,0.2283319889,0.313803366,-0.0399280492,-0.1252262414,0.0370246854,-0.3544736539,-0.2377313502,0.0370248043,0.2746176984,-0.0127212392,-0.3104945163,-0.1117083433,-0.3299169425,-0.3104945163,0.0318525569,0.0794643503,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
476,3,0.2168530102,0.384368298,0.255206095,0.1359578967,0.1747486468,-0.1220574026,0.0171563668,-0.2535768398,-0.1115490223,0.0844450281,-0.4136464405,0.1403360519,-0.2302493392,0.1600062304,0.0348175818,-0.3869151773,0.0169970826,0.4789133559,0.0803308922,-0.0775092312,0.3938737986,-0.3343228703,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
477,4,0.2166906704,0.1217854419,0.3176816918,0.0059697795,0.0750988725,-0.1427285008,-0.0454450588,-0.4771106223,-0.0657494222,-0.1310028842,-0.4395349395,0.0212546838,0.2918892302,-0.2843907539,-0.4532418061,-0.1539831259,0.226267088,-0.0795711269,-0.4466665729,-0.0760227682,-0.2058896408,0.3557934076,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
478,4,0.2165921238,-0.2144939137,-0.2563286688,-0.3064832699,0.4076261005,0.0473976412,-0.3502087829,0.1857364011,-0.178266192,0.1697004535,0.2063112574,-0.3305371928,-0.2353165955,-0.394419224,-0.0424564033,0.0244761376,0.0419990903,0.273240729,-0.2957993948,-0.0404551472,0.1879258666,0.1208194543,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
479,6,0.2165367524,0.0871092598,-0.0781084524,0.0115982764,-0.1628898163,0.1718806589,-0.341963467,0.2690290106,0.2399668148,0.2688668251,-0.3637947771,0.0106337937,0.2570070158,-0.3082787366,-0.3205686292,-0.0164442321,-0.1085670161,0.3042764128,0.0667822465,0.282776849,-0.4604945949,-0.0436076388,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
480,6,0.2165063509,0.0670636024,-0.0251535403,-0.4913876655,0.1097358828,0.4138119604,0.1517986538,0.3678578569,0.1683696802,-0.1933799478,0.1020715565,-0.1330967563,0.0450947959,0.477071569,-0.008096796,0.2218714929,-0.2729284291,-0.2580967903,-0.1316819058,-0.1479284452,0.1169032462,0.3986481884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
481,3,0.2164717811,-0.3081142216,0.3280481016,-0.0316206433,0.04461431,-0.3192232824,0.20669467,-0.0458798214,0.1994275701,-0.3611382177,0.0632651199,0.0902825647,0.3459686324,0.3950256601,0.0311881486,0.0741544789,0.2666800398,-0.0971575381,-0.3189039322,-0.0301799903,-0.3940175636,-0.2131288123,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
482,4,0.2163148494,-0.3482330365,0.1275623165,-0.1303855401,0.3565094394,0.4679228121,-0.0222663941,-0.2553040015,-0.4199300358,0.1323384831,0.1715617558,0.0983767632,0.1057903456,-0.1054873813,0.4628354922,-0.2562223426,0.3275484891,-0.1459985171,-0.2153285076,-0.2186067215,-0.0080299633,0.259460851,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
483,4,0.2162976452,-0.2868058781,-0.1477345766,-0.1297580001,-0.1385921329,-0.40428536,0.2245087637,0.254860359,-0.3098388937,-0.2107919963,0.2251723376,0.0514531208,0.025270256,-0.0242684215,0.3705387986,-0.1267242284,-0.426995826,0.2916793296,0.1171564226,0.0806823945,-0.0812598394,0.4108200088,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
484,6,0.2162614432,0.0670578,-0.0667664118,-0.0120393772,0.0654639419,-0.4181057413,-0.3594104664,-0.1661785204,0.3250760506,0.0285523761,-0.4275583148,0.1646702041,-0.2764502711,0.4169838627,-0.3419815184,-0.1191712202,-0.2814666187,-0.2890689148,0.1863515966,0.187669678,0.2787654762,0.2729349259,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
485,5,0.2162487679,0.0202977252,-0.4219960494,-0.3184908358,-0.0261804651,0.1183254014,0.3992161247,0.3620907173,0.3743611097,0.0642471004,0.0743400876,-0.3102244315,0.133293554,0.0740155187,0.0766638811,-0.0600234049,-0.2889238386,0.2823794045,-0.1740859526,0.236521203,-0.0457513079,-0.4416784094,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
486,5,0.2162094279,0.083874358,0.3692462924,-0.3533662571,-0.1369997856,-0.2155264071,-0.3167136919,-0.0420941643,0.3303523299,0.0584653322,0.1051078932,-0.2635533399,0.0383403215,-0.4646125183,0.2643896918,-0.0056691959,-0.0084081559,0.0132681291,0.3505422556,-0.4890434725,-0.1623183365,-0.0713156263,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
487,7,0.2161165843,0.147695039,-0.1368688676,-0.2047089287,0.3289638072,-0.3877418637,0.1309777637,-0.37285374,-0.0749055174,0.1377716795,-0.0490196057,0.0816480851,0.3774546681,0.2031931609,0.2832377649,-0.1195274295,-0.3853794485,0.1844313765,-0.2077901733,-0.1325227457,-0.4653925702,-0.2240914465,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1
488,4,0.216095138,0.0331277064,-0.205927821,-0.3218409491,0.0711370814,0.4626865182,0.3037262713,0.1535189529,0.2055416108,-0.2671848488,-0.1931272732,0.4438697348,-0.1680660612,0.195812952,0.0807575239,0.1444321869,-0.3960750441,0.1032829807,0.0039842222,-0.1142021253,-0.2143226225,0.0843755977,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
489,4,0.216082601,0.1164252091,-0.085241866,0.106958315,-0.1168818564,-0.4573964536,-0.2421816818,-0.2833958968,-0.2908824132,0.2212685482,0.2817508594,0.3873938337,-0.0975854265,-0.4386056095,0.1077503026,0.076672293,-0.0780764987,0.3383643552,0.136694629,-0.487635088,-0.2520770556,-0.1576077625,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
490,2,0.2159852125,-0.0406979223,0.1018254799,-0.0071699895,0.0720915637,0.018768739,-0.4667042025,0.2979952371,-0.1770029586,0.1028715164,0.2821881758,0.2049210612,0.304074474,-0.0967449343,-0.3261304951,0.0104614171,-0.1397425175,0.2347607749,0.3917245163,0.0759957334,0.4108767873,-0.2855013219,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
491,4,0.2159635327,0.4422715083,-0.1055180985,-0.1720445905,0.0304679329,0.1042915542,-0.1694046986,-0.2556327082,-0.0015581898,-0.5171791785,-0.3664700894,0.1092786566,0.1899267606,-0.0610514512,-0.196139819,0.1899273417,0.2268105425,0.091722154,0.3342601061,-0.3489133542,-0.4840017013,0.0455942156,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
492,3,0.2158267926,0.0403079593,-0.3690557312,-0.1096062605,-0.3822020403,-0.3389952621,0.0678921249,-0.4283399857,0.2443672608,0.1708936822,-0.0234357805,-0.4688833393,0.3054792757,-0.1797806634,-0.0676776755,0.3357300832,0.3100544086,-0.046792318,-0.0110772635,0.1882537921,0.1574787076,0.3491487439,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
493,5,0.2157814179,-0.0074064849,0.4671814479,0.228889578,-0.0368066028,-0.2430382424,-0.3411258268,-0.1274555819,0.2663305461,-0.2756481518,-0.1142362224,-0.1123857749,0.0628309382,-0.2234691374,-0.0897542629,0.4797271679,0.2978085119,-0.2276584735,0.0064587543,-0.4593511736,0.1263200063,-0.0379743286,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
494,3,0.2157394904,-0.1331117288,-0.4265371784,0.0952228513,-0.4786192714,-0.1162865834,0.2142129732,0.1141366567,-0.2741511443,-0.2238709337,-0.1141882341,-0.1071794245,0.4450401592,0.2122082025,0.1558466555,0.342781867,0.4672583689,-0.0269641229,-0.2044353032,-0.0448805253,-0.0389667926,-0.5487954905,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
495,4,0.2156951967,0.0673353817,-0.4068554365,-0.0638877647,0.3772786132,0.1778087182,0.2155671872,-0.4443380808,-0.1190082712,-0.2881261288,-0.3093507822,0.4000857594,0.0193798976,-0.2065256141,0.0694010938,0.2766196849,0.1233127128,-0.2061335261,0.3138355792,-0.4875085549,-0.2224717139,0.1284423501,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
496,4,0.2156643688,0.3174112093,-0.1867924652,-0.152273243,-0.0255939094,-0.4358443817,0.2411104972,-0.3766806452,0.4640406774,-0.0350264576,-0.104687537,0.1507021669,0.0828005631,-0.3650685197,-0.1732554202,0.1981162404,0.1998129635,0.4030032082,-0.089443768,0.2175081224,-0.0797633494,0.2534466375,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
497,5,0.2156486099,0.1880842646,0.1876468066,0.3198811023,-0.2688524395,0.2185697236,-0.3284329486,-0.1606759938,-0.0829636179,0.3675720861,0.2702591203,-0.2701992465,-0.0506994801,-0.1522826578,-0.328538404,0.0131149403,-0.1724646199,0.247725018,0.0909435515,0.4312662694,0.1294590466,-0.031536013,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
498,3,0.2155106759,0.0523821815,-0.0966403692,-0.2053142255,-0.2972701437,0.2344244623,0.0889442364,0.0105016799,-0.0375853486,0.2195833315,0.4701139109,-0.074477518,-0.101446925,-0.0777663357,0.060021496,-0.5851797665,-0.0026484798,-0.4673234082,0.18905991,-0.251194944,-0.3986674297,-0.1563245389,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
499,6,0.2152783635,-0.3490424575,0.2784245169,-0.1916646221,-0.1551439562,0.4143838991,0.2091773491,-0.0609402753,-0.0411973307,-0.1768963322,-0.4882963227,0.136263333,0.2544019505,0.1886021042,0.2622580814,-0.0007642541,-0.3567930921,-0.2308440378,0.0718692853,-0.1371921015,0.0980027496,0.5006559836,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
500,5,0.2152329159,0.160400922,0.0651192939,-0.3527176151,-0.0924462603,-0.0874146183,0.413411492,0.2116143015,-0.0115822003,0.1182887183,-0.4091327706,0.148948307,-0.0070029632,0.0934510048,-0.3534551427,-0.1150804293,-0.2233375415,-0.1189250532,-0.2881165135,-0.04818824,0.33088775,0.1410440471,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
501,3,0.2152104088,-0.3133229793,-0.3539025909,-0.0338265083,0.1316496966,-0.130547033,-0.308927513,0.1618419504,-0.0884602768,0.1183653761,0.106887065,0.2991043297,-0.3019562185,-0.0614039746,0.2787096228,0.0936752542,-0.0101229458,-0.3938195434,0.3682570988,-0.4447821747,0.0832007099,0.0859615642,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
502,5,0.2151972957,0.4189531307,0.1672592796,0.0742475843,0.1687963055,0.0007352735,-0.2437825029,-0.2584715808,-0.3176335753,0.0799710873,-0.0092543069,0.216142526,0.4389303369,-0.161795365,0.1657275269,-0.0230423657,0.1132987234,0.467899389,0.1120683765,0.103780046,-0.1068827991,0.177937274,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
503,4,0.2151816411,0.2698646491,0.172008443,-0.3136526712,0.0100401893,0.2718495602,0.388430869,-0.0876896684,-0.0476449037,0.0996386301,0.4060822757,-0.0229240593,0.0450374909,-0.122504807,-0.0042796469,-0.3271164698,-0.3299818903,0.3069819198,0.1269671865,0.2006903049,-0.113242854,0.4122829242,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
504,4,0.2151067656,0.3569259053,0.0366448535,0.0094790143,-0.1459000233,0.1398593662,0.0438708551,-0.1571499827,-0.2883683436,0.2206171573,-0.0967657019,0.0411291174,0.4905594552,0.1571319026,0.4355542006,0.1201591192,0.1427360016,-0.1460474965,-0.3557085598,-0.2503096187,-0.2050957842,-0.1910509681,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
505,3,0.2150717879,-0.2318911363,-0.09024952,-0.0226564194,-0.1322569744,-0.1019203602,0.4149476099,0.2382597684,0.4048464118,0.1179771404,-0.0326451425,-0.3348137245,-0.315082278,0.0903296756,0.1195269352,-0.4667264104,-0.2215972426,0.2895965707,-0.2242363833,-0.1616966772,0.2702370836,0.201275813,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
506,4,0.2149603167,0.3083212719,0.3275587641,-0.1636288806,-0.4640713941,0.0310469942,0.2014902841,0.1779773406,-0.2070253795,0.2064083764,-0.1847149247,-0.2050795136,-0.0244211828,0.210303377,0.005694927,-0.431262798,-0.0576980509,0.1438587146,0.284952717,-0.201822412,-0.1159792847,-0.4446594892,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
507,4,0.21490433,0.0267790352,-0.2821306401,0.4822744611,0.1994227709,0.067120204,0.0415790962,0.174822941,0.4571012117,-0.137432485,-0.0929675948,0.3342461623,0.2085733496,0.0639221167,0.1393148893,0.5580342221,-0.3866820445,0.0259846984,0.1499032883,-0.0775893118,-0.2606129,0.0658855322,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
508,4,0.214867381,0.1917723495,-0.3221522526,0.2313634885,0.2972440829,0.2321427958,0.154728086,0.1094133885,0.3262484103,-0.3530196193,0.3069257957,-0.0468301192,-0.2725632612,-0.0580816196,-0.2369653795,-0.1489099746,-0.0882600828,0.3716000712,0.0258476284,-0.358695412,0.0404041009,-0.017116633,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
509,4,0.2148003698,0.3229333352,-0.0801557784,-0.133466328,-0.2536305887,-0.0215780699,-0.090718965,-0.3547049249,-0.0262731777,0.3570230826,-0.1247965988,0.1579490266,-0.4591326188,0.3933915103,0.3307591266,-0.0298256895,-0.2192878946,0.328426565,0.1560078689,0.0146339196,-0.3402232442,0.0144295114,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
510,5,0.2147857126,-0.145357612,0.3647067859,0.1820941006,-0.2914851103,0.0053587769,0.3666134007,0.4640428342,0.4018925273,-0.0110517102,0.2951885239,-0.0974909229,0.4224243683,-0.0417085691,0.0054536508,-0.3012968542,-0.1116818474,-0.2269135093,0.0531616801,0.1690851655,0.0981009748,0.0613518521,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
511,4,0.2146949266,-0.0993847621,0.4085605537,0.1346842328,-0.2504815859,-0.0413932246,0.2063458712,0.05451413,-0.2592063897,-0.2424596025,0.2610171007,0.1762982403,0.1579299031,-0.4003890364,0.2157034268,-0.1031774951,0.0233702691,0.093949217,-0.4847132373,0.1328213372,-0.2329708393,0.1789135378,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
512,3,0.2146840563,-0.1654982149,0.078535656,0.0269140368,0.0591311033,0.0565822895,-0.4873274191,0.0369363662,-0.3111545852,0.3972836143,0.0882772825,-0.4351024943,-0.0105864658,0.4129884754,-0.182998282,-0.134534372,0.237699681,0.0648975097,0.4486245281,0.2890405918,0.1888454073,0.0407544438,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
513,2,0.2146469855,-0.3002733362,0.2299287624,-0.1343556499,0.3099463701,-0.0025861062,-0.4696129904,-0.389204699,-0.0539152931,0.2486266108,0.4990373072,-0.3654083923,-0.0248249902,0.1331285408,0.4101754232,-0.0312738546,0.0052399478,0.1154468479,0.2534596228,0.3013736013,0.0153380335,-0.0407790525,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,5,0.2145936879,-0.0236982116,0.2039245654,-0.3370210892,0.3824877818,-0.0402295662,0.03092822,-0.1769419503,-0.2630562849,-0.3115965803,0.1469570896,-0.3974356212,0.1142342009,0.2505513918,-0.2938564853,-0.2891779787,-0.2133225394,-0.1643994827,0.1045104873,0.0259809943,0.1915474094,0.0891016467,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
515,4,0.2145658835,0.1065322679,0.1853657494,-0.4988594448,0.0087506367,-0.2987314104,0.4880650545,0.0029373727,0.378072003,0.2058165011,-0.1387910999,-0.0810397923,-0.2686451837,0.3565056584,0.0279414375,0.1428052553,-0.0667746211,-0.0420016064,0.152595508,-0.2098763602,-0.4843801144,-0.1405142202,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
516,3,0.2144804994,-0.2283094172,-0.1191267775,-0.397199983,0.3661230358,-0.0822973659,0.0921257937,-0.0485987044,0.1145008611,0.1051911443,-0.2191546375,-0.2790956484,0.1051911025,-0.0217385103,0.1005329366,0.5330824457,-0.1338768157,0.4177025455,-0.1860199863,0.2539850136,0.2348724365,-0.1740243923,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
517,4,0.2144472921,0.0578379937,-0.2388516026,0.1743590729,0.4533337675,-0.2043704628,-0.1816565778,0.0890309831,-0.1898878351,-0.4075421749,-0.04242275,0.3701806247,0.0292985606,-0.168354905,-0.0144230915,-0.1127283426,0.2919964751,0.1044991222,0.0683842749,-0.4436255764,0.3836337719,-0.1217175875,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
518,5,0.214292486,-0.1042386396,-0.0613070564,-0.4406334824,-0.1564387424,0.4931872843,0.2055005903,0.4450720826,0.01263215,-0.0856704652,-0.1588314423,0.1914042527,-0.0988123326,0.34445787,0.0180956695,0.3309012675,-0.0107974984,-0.0662169536,0.5553340706,-0.2598668397,-0.0908992615,0.2074255695,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
519,5,0.2142537214,0.4253762666,0.300126556,-0.1499450298,0.4262484988,-0.1048991447,0.2474697922,0.0500085057,0.3226256939,0.1538214797,-0.1003699518,-0.3689951837,-0.102902623,-0.2409680737,0.0548069106,-0.2599941138,0.144875629,-0.0179083588,-0.0883673235,0.4832602797,-0.2753773618,-0.1415102367,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
520,1,0.2142443313,-0.3743345398,-0.1341511425,0.3198130658,0.1935911841,-0.2414213431,-0.0114076779,0.223189874,0.3349476618,0.0457170237,-0.0656806244,0.0760456471,-0.1362891155,-0.0912741024,-0.4446836181,0.2358553121,0.0758545947,-0.2100017793,-0.4222040203,-0.4849817176,0.0383172291,-0.0565038177,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
521,4,0.2142380791,-0.2149400762,0.0679411483,0.0913868758,0.0658792843,-0.2250885424,0.4264962299,0.3515589888,-0.4378417831,-0.0457745903,0.3293110993,-0.0823230561,-0.2838991052,0.1534943648,0.2635891035,0.1892120216,-0.0822990791,0.032705309,-0.3145153543,0.3995079084,-0.0871627657,0.1957144285,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
522,4,0.2142000387,-0.15942414,-0.1146544447,0.2314164124,0.3874207875,0.3334851133,0.1432433166,-0.234284241,0.4192600015,-0.1308949747,0.1249536224,0.1880104745,-0.1624930782,-0.4102842243,0.0315602748,-0.083571048,0.4050003237,-0.3500616443,-0.1449839056,-0.0032987735,-0.2206352655,-0.1531867102,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
523,5,0.2141932332,0.1564784922,-0.026378866,0.5495247658,0.0411573673,-0.3756658946,0.0595421771,0.0411573326,-0.3756656696,-0.3688442893,-0.1488910933,0.0255409199,-0.3688444679,0.2312062473,0.223128815,-0.3688445417,0.2312064712,0.2231284275,0.0595419247,-0.1488913498,0.0255414564,0.0595419985,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
524,3,0.2141840991,0.4080912836,0.3375048883,-0.0595981462,-0.09999209,-0.1602352798,-0.1656527071,0.3818020354,-0.1163329557,0.2302577071,-0.1724430176,0.2516594056,-0.0729545694,-0.1927798059,-0.0675759109,0.2421511606,0.3169700249,-0.2583831046,-0.1686381177,0.1213211545,0.2236607664,0.2375579114,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
525,5,0.2141550553,0.0448762489,-0.315738378,0.3458176414,-0.268900003,0.468656513,0.0464881154,0.0512958275,-0.2338044106,-0.0885172631,-0.0248163668,0.126714688,0.1298458844,-0.3005447865,-0.0671416722,0.3941243378,0.4144590425,-0.2575915094,0.1373061282,-0.3553578573,-0.2077288677,-0.22043541,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
526,2,0.2139484716,-0.4213848353,0.3154278226,-0.0698201488,0.0111328499,-0.0323016954,0.1920905617,-0.1464013692,-0.35851734,-0.0356420533,0.2529798354,-0.433563292,-0.188361137,0.1206787779,0.3809318005,0.1738268912,-0.4814948493,-0.1054794799,-0.1179827786,0.4184968118,0.0839166085,0.2524537854,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
527,3,0.2139218157,-0.2244707968,0.413896676,-0.0731318774,0.3407251247,-0.2484620415,-0.202728939,-0.3125494489,-0.1062349413,-0.4091341319,-0.3432369773,-0.1062349413,0.3587527407,0.0034884491,-0.2484620415,0.1523475479,0.3272187374,0.029630853,0.1221280949,0.0169948364,0.029630853,-0.172509486,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
